assist,verb
assume,verb
assure,verb
astonish,verb
attach,verb
attack,verb
attack,verb
attempt,verb
attempt,verb
attend,verb
attention,noun
attraction,noun
audit,noun
aunt,noun
authorise,verb
authority,noun
authorize,verb
avert,verb
aver,verb
avoid,verb
avow,verb
await,verb
awaken,verb
awkwardly,adjective
babble,verb
babies,noun
baby,noun
backhand,noun
backpedal,verb
backtrack,verb
back,noun
badger,noun
badge,noun
badly,adverb
badmouth,verb
baffle,verb
bag,noun
bait,noun
bait,noun
bake,verb
balance,noun
balance,noun
balloon,noun
balls,noun
ball,noun
ball,noun
banana,noun
band,noun
bang,noun
banish,verb
banter,noun
bare,adjective
bargain,noun
barge,noun
bark,noun
barrage,noun
barter,verb
baseball,noun
base,noun
bashfully,adjective
bash,verb
basin,noun
basketball,noun
basket,noun
bask,verb
bathe,verb
bath,noun
battle,noun
bat,noun
bat,noun
bawl,verb
bay,noun
bead,noun
beam,noun
beam,noun
bean,noun
bears,verb
bear,verb
bear,verb
beast,noun
beat,verb
beautifully,adjective
beautify,verb
beckon,verb
become,verb
bedroom,noun
beds,noun
bed,noun
beef,noun
beetle,noun
bee,noun
befall,verb
beggar,noun
beginner,noun
begin,verb
beg,verb
behave,verb
behavior,noun
behold,verb
belch,verb
belief,noun
believe,verb
believe,verb
belittle,verb
bellow,verb
bell,noun
bemoan,verb
bend,verb
berate,verb
berry,noun
beseech,verb
bestow,verb
betray,verb
bet,verb
bicker,verb
bid,verb
bikes,noun
bike,noun
bind,verb
birds,noun
bird,noun
birthday,noun
birth,noun
bite,verb
bite,verb
bitterly,adjective
bit,noun
blade,noun
blame,verb
blanch,verb
blare,verb
blaspheme,verb
blather,noun
blat,verb
bleakly,adjective
bleat,verb
bleed,verb
blend,verb
bless,verb
blindly,adverb
blind,adjective
blink,verb
blissfully,adjective
block,noun
blood,noun
blossom,noun
blot,noun
blow,noun
blow,noun
blubber,noun
bludgeon,noun
bluff,adjective
blunder,noun
blurt,verb
blush,verb
bluster,verb
board,noun
boastfully,adjective
boast,verb
boats,noun
boat,noun
bob,noun
body,noun
boggle,verb
boldly,adjective
bolster,noun
bolt,noun
bomb,noun
bond,noun
bone,noun
bonk,verb
books,noun
book,noun
boom,verb
boot,noun
boo,interjection
border,noun
bore,verb
boss,noun
bottle,noun
bounce,verb
boundary,noun
bound,verb
bow,verb
box,noun
box,noun
boys,noun
boy,noun
brace,noun
brag,verb
braid,verb
brain,noun
brake,noun
branch,noun
brandish,verb
brass,noun
bravely,adjective
brawl,noun
bray,noun
bread,noun
breakfast,noun
break,verb
breathe,verb
breath,noun
breed,verb
bribe,noun
brick,noun
bridge,noun
bridle,noun
briefly,adverb
brighten,verb
brightly,adjective
bring,verb
briskly,adjective
bristle,noun
broach,noun
broadcast,verb
broaden,verb
broadly,adjective
brood,noun
brothers,noun
brother,noun
browbeat,verb
browse,verb
brush,noun
brush,noun
bubble,noun
bucket,noun
buckle,noun
buck,noun
buffet,noun
buff,noun
bug,noun
building,noun
build,verb
bulb,noun
bulge,noun
bully,noun
bumble,verb
bump,verb
bunch,noun
bundle,noun
bun,noun
burble,verb
burn,verb
burn,verb
burp,noun
burrow,noun
burst,verb
burst,verb
bury,verb
bushes,noun
busily,adverb
business,noun
buss,noun
bustle,verb
bust,noun
butcher,noun
butter,noun
button,noun
button,noun
buy,verb
buzz,noun
cabbage,noun
cable,noun
cackle,verb
cactus,noun
cajole,verb
cakes,noun
cake,noun
calculate,verb
calculator,noun
calendar,noun
call,verb
calmly,adjective
calm,adjective
camera,noun
camp,noun
cannon,noun
cantillate,verb
canvass,verb
canvas,noun
can,auxiliary verb
caper,verb
capitulate,verb
caption,noun
capture,verb
cap,noun
card,noun
careen,verb
carefully,adjective
carelessly,adjective
caress,noun
care,noun
care,noun
carol,noun
carpenter,noun
carriage,noun
carry,verb
cars,noun
cartwheel,noun
cart,noun
carve,verb
car,noun
cash,noun
castle,noun
cast,verb
cast,verb
catalog,noun
catapult,noun
catcall,noun
catch,verb
categorise,verb
categorize,verb
caterwaul,verb
cats,noun
cattle,noun
cat,noun
cause,noun
cause,noun
caution,noun
cautiously,adjective
cave,noun
cavort,verb
caw,noun
cease,verb
celebrate,verb
celery,noun
cellar,noun
cemetery,noun
center,noun
centre,noun
cent,noun
certainly,adverb
certify,verb
chain,noun
chairs,noun
chair,noun
chalk,noun
challenge,noun
chance,noun
change,verb
change,verb
channel,noun
chant,noun
chaperone,noun
charge,verb
chase,verb
chasten,verb
chastise,verb
chatter,verb
chat,verb
cheat,verb
check,verb
cheerfully,adjective
cheer,noun
cheese,noun
cherish,verb
cherries,noun
cherry,noun
chess,noun
chew,verb
chickens,noun
chicken,noun
chide,verb
children,noun
chill,noun
chime,noun
chinch,noun
chin,noun
chip,noun
chirp,verb
chirr,verb
chisel,noun
chitter,verb
choke,verb
chomp,verb
choose,verb
chop,verb
chortle,verb
chuckle,verb
chuck,verb
church,noun
cinch,noun
circle,noun
circle,noun
cite,verb
claim,verb
clamber,verb
clamor,noun
clamp,noun
clam,noun
clang,verb
clap,verb
clarify,verb
clash,verb
clasp,noun
classify,verb
class,noun
claw,noun
cleanse,verb
clean,adjective
clearly,adverb
clear,adjective
cleave,verb
clench,verb
cleverly,adjective
click,noun
climb,verb
clinch,verb
cling,verb
clink,verb
clip,verb
clocks,noun
clock,noun
clop,noun
closely,verb
close,verb
clothe,verb
cloth,noun
clouds,noun
cloud,noun
clover,noun
club,noun
club,noun
cluck,verb
clutch,verb
coach,noun
coach,noun
coal,noun
coast,noun
coat,noun
coaxingly,verb
coax,verb
cobble,verb
cobweb,noun
cock,noun
coddle,verb
coerce,verb
coil,verb
coil,verb
collapse,verb
collar,noun
collect,verb
collide,verb
colorfully,adjective
color,noun
color,noun
colour,noun
combine,verb
comb,noun
comb,noun
comfort,verb
comfort,verb
command,verb
commence,verb
commend,verb
commentate,verb
comment,noun
commiserate,verb
committee,noun
commit,verb
commonly,adverb
commune,verb
communicate,verb
company,noun
compare,verb
comparison,noun
compel,verb
compete,verb
competition,noun
complain,verb
compliment,noun
comply,verb
comport,verb
compose,verb
comprehend,verb
compress,verb
compromise,noun
conceal,verb
concede,verb
concenter,verb
concentrate,verb
conclude,verb
concur,verb
condemn,verb
condescend,verb
condition,noun
condone,verb
conduct,noun
confer,verb
confess,verb
confide,verb
confine,verb
confirm,verb
confiscate,verb
confront,verb
confuse,verb
congratulate,verb
conjecture,noun
connection,noun
connect,verb
connote,verb
conquer,verb
consecrate,verb
consent,verb
conserve,verb
consider,verb
consign,verb
console,verb
consort,noun
conspire,verb
constrain,verb
constrict,verb
construct,verb
consult,verb
contemplate,verb
contend,verb
contest,noun
continually,adverb
continue,verb
contort,verb
contract,noun
contradict,verb
contribute,verb
control,verb
control,verb
cont,1
convene,verb
converge,verb
converse,verb
convert,verb
convey,verb
convict,verb
convince,verb
convulse,verb
cook,verb
cook,verb
coolly,adjective
cool,adjective
cooperate,verb
coordinate,adjective
coo,verb
cope,verb
copper,noun
copy,noun
copy,noun
cord,noun
cork,noun
corner,noun
corn,noun
correctly,verb
correct,verb
correspond,verb
corrode,verb
corrupt,adjective
cosset,verb
cough,verb
cough,verb
counsel,noun
counteract,verb
counter,noun
country,noun
count,verb
courageously,adjective
court,noun
cover,verb
cover,verb
covet,verb
cower,verb
cows,noun
cow,noun
cozen,verb
cracker,noun
crackle,verb
crack,verb
crack,verb
cradle,noun
cram,verb
crane,noun
crash,verb
crate,noun
crave,verb
crawl,verb
crayon,noun
cream,noun
crease,noun
create,verb
creator,noun
creature,noun
credit,noun
creep,verb
crib,noun
crime,noun
crimp,verb
cringe,verb
crinkle,verb
criticise,verb
criticize,verb
critique,noun
croak,verb
crook,noun
crook,noun
croon,verb
crop,noun
crossly,adverb
cross,noun
crouch,verb
crowd,noun
crowd,noun
crown,noun
crow,noun
crow,noun
cruelly,adjective
crumble,verb
crumple,verb
crunch,verb
crush,verb
crush,verb
cry,verb
cry,verb
cub,noun
cuddle,verb
cue,noun
cuff,noun
cup,noun
cup,noun
curb,noun
cure,noun
curiously,adjective
curl,verb
current,adjective
curse,noun
curtain,noun
curtsey,noun
curtsy,noun
curve,noun
curve,noun
cushion,noun
cuss,verb
cut,verb
dabble,verb
dab,verb
dad,noun
daily,adjective
daintily,adjective
dally,verb
damage,noun
dampen,verb
dance,verb
dandle,verb
dangle,verb
dare,verb
darken,verb
dart,noun
dash,verb
daughter,noun
dawdle,verb
daydream,noun
day,noun
dazzle,verb
deadpan,adjective
deal,verb
dearly,adjective
death,noun
debate,noun
debt,noun
decay,verb
deceivingly,verb
decide,verb
decipher,verb
decision,noun
declaim,verb
declare,verb
decline,verb
decorate,verb
decrease,verb
decree,noun
decry,verb
dedicate,verb
deduce,verb
deem,verb
deeply,adverb
deer,noun
defend,verb
defer,verb
defiantly,adjective
defile,verb
define,verb
deflate,verb
deflect,verb
defy,verb
degree,noun
delay,verb
delegate,noun
delete,verb
deliberately,adjective
deliberate,adjective
delightfully,adjective
delightfully,adjective
deliver,verb
delve,verb
demand,verb
demonstrate,verb
demur,verb
denounce,verb
deny,verb
depend,verb
deplore,verb
deposit,verb
deprive,verb
deride,verb
descend,verb
describe,verb
desecrate,verb
design,verb
design,verb
desire,verb
desk,noun
despair,noun
despoil,verb
destroy,verb
destruction,noun
detach,verb
detail,noun
detect,verb
determine,verb
development,noun
develop,verb
devour,verb
diagnose,verb
dictate,verb
die,verb
differentiate,verb
differ,verb
digestion,noun
digest,verb
digress,verb
dig,verb
dilate,verb
diligently,adjective
dime,noun
diminish,verb
dimly,adjective
dimple,noun
dim,adjective
dine,verb
dinner,noun
dinosaurs,noun
dip,verb
direction,noun
direct,verb
dirt,noun
disagree,verb
disappear,verb
disapprove,verb
disbelieve,verb
discern,verb
discipline,noun
disclaim,verb
disclose,verb
discombobulate,verb
discourage,verb
discovery,noun
discover,verb
discriminate,verb
discussion,noun
discuss,verb
disease,noun
disentangle,verb
disfavor,noun
disfavour,noun
disguise,verb
disgust,verb
dishevel,verb
dislodge,verb
dismiss,verb
dismount,verb
disobey,verb
disparage,verb
displace,verb
display,verb
disport,verb
dispute,verb
disregard,verb
disrespect,noun
dissemble,verb
dissolve,verb
distance,noun
distance,noun
distinguish,verb
distort,verb
distract,verb
distribute,verb
distribution,noun
distrust,verb
disturb,verb
disuse,noun
dither,noun
divert,verb
dive,verb
divide,verb
division,noun
divulge,verb
dock,noun
doctor,noun
dodder,verb
dodge,verb
doff,verb
dogs,noun
dog,noun
dolls,noun
doll,noun
donate,verb
donkey,noun
doodle,verb
door,noun
dote,verb
doublecheck,verb
doubtfully,adjective
doubt,verb
download,verb
downplay,verb
downtown,adverb
doze,verb
draft,noun
drag,verb
drain,verb
drain,verb
dramatise,verb
dramatize,verb
drape,verb
drawer,noun
drawl,verb
draw,verb
dreamily,adjective
dream,noun
drench,verb
dress,noun
dress,noun
dribble,verb
drift,noun
drill,noun
drink,verb
drink,verb
drip,verb
drivel,noun
drive,verb
driving,adjective
drone,noun
drool,verb
droop,verb
drop,noun
drop,noun
drug,noun
drum,noun
drum,noun
dry,adjective
dub,verb
ducks,noun
duck,noun
duck,noun
duel,noun
dump,verb
dunk,verb
dust,noun
dust,noun
dwell,verb
dye,noun
earthquake,noun
earth,noun
ear,noun
ease,noun
easily,adverb
east,noun
eat,verb
eavesdrop,verb
echo,noun
edge,noun
edge,noun
educate,verb
education,noun
effect,noun
effuse,verb
eggnog,noun
eggs,noun
egg,noun
elaborate,adjective
elbow,noun
elbow,noun
elect,verb
elegantly,adjective
elevate,verb
elucidate,verb
elude,verb
embellish,verb
emboss,verb
embrace,verb
embroider,verb
emerge,verb
empathise,verb
empathize,verb
emphasise,verb
emphasize,verb
employ,verb
empower,verb
empty,adjective
emulate,verb
encase,verb
encircle,verb
enclose,verb
encompass,verb
encounter,verb
encourage,verb
encroach,verb
endanger,verb
endorse,verb
endure,verb
end,noun
end,noun
energetically,adjective
energize,verb
enfold,verb
enforce,verb
engage,verb
engine,noun
engrave,verb
engulf,verb
enhance,verb
enjoy,verb
enlarge,verb
enlighten,verb
enormously,adjective
enquire,verb
enshroud,verb
ensnare,verb
entangle,verb
entertain,verb
enter,verb
enthuse,verb
enthusiastically,adjective
entice,verb
entreat,verb
entwine,verb
enumerate,verb
enunciate,verb
envelop,verb
envision,verb
envy,noun
equally,adverb
equivocate,verb
erase,verb
error,noun
escape,verb
escort,noun
especially,adverb
espy,verb
establish,verb
estimate,verb
etch,verb
evade,verb
evaluate,verb
evaporate,verb
evenly,adjective
eventually,adverb
event,noun
even,adjective
evoke,verb
exactly,adverb
exaggerate,verb
examine,verb
example,noun
excavate,verb
exchange,verb
exchange,verb
excitedly,adjective
exclaim,verb
exclude,verb
excuse,verb
exhale,verb
exhibit,verb
exhort,verb
existence,noun
exist,verb
exits,noun
expand,verb
expansion,noun
expect,verb
experience,noun
experience,noun
expert,noun
explain,verb
exploit,noun
explore,verb
expose,verb
expound,verb
express,verb
extend,verb
extinguish,verb
extract,verb
extrapolate,verb
extremely,adverb
extricate,verb
exult,verb
eyeball,noun
eyes,noun
eye,noun
eye,noun
fabricate,verb
face,noun
face,noun
fact,noun
fail,verb
faint,adjective
fairies,noun
fairly,adverb
faithfully,adjective
fake,verb
fall,verb
fall,verb
falter,verb
familiarise,verb
familiarize,verb
family,noun
famously,adjective
fancy,noun
fang,noun
fantasize,verb
fan,noun
fan,noun
farmer,noun
farm,noun
far,adverb
fasten,verb
fast,adjective
fatally,adverb
father,noun
father,noun
faucet,noun
favor,noun
favour,noun
fawn,noun
fear,noun
fear,noun
feast,noun
feather,noun
feed,verb
feeling,noun
feel,verb
feet,noun
feign,verb
feint,noun
fence,noun
fend,verb
ferociously,adjective
ferry,noun
fervently,adjective
fetch,verb
fib,noun
fiction,noun
fiddle,noun
fidget,verb
field,noun
fiercely,adjective
fifth,adjective
fight,noun
fight,noun
file,noun
fill,verb
finalize,verb
find,verb
finger,noun
finger,noun
finger,noun
finish,verb
fireman,noun
fire,noun
fish,noun
fish,noun
fit,adjective
fix,verb
flag,noun
flail,noun
flame,noun
flank,noun
flap,verb
flare,verb
flash,noun
flatten,verb
flatter,verb
flaunt,verb
flavor,noun
flee,verb
flesh,noun
flex,verb
flick,noun
flight,noun
flinch,verb
fling,verb
flip,verb
flirt,verb
flit,verb
float,verb
flock,noun
floor,noun
flop,verb
flounce,verb
flounder,verb
flourish,verb
flout,verb
flowers,noun
flower,noun
flow,verb
flub,verb
fluff,noun
flush,noun
flute,noun
flutter,verb
fly,verb
fly,verb
foam,noun
focus,noun
fog,noun
fold,verb
fold,verb
follow,verb
fondle,verb
fondly,adverb
food,noun
foolishly,adjective
foot,noun
forbid,verb
force,noun
force,noun
forecast,verb
foretell,verb
forewarn,verb
forget,verb
forge,verb
forgive,verb
fork,noun
form,noun
form,noun
forsake,verb
fortify,verb
fortunately,adjective
found,verb
fowl,noun
frame,noun
frame,noun
frankly,adverb
frantically,adjective
freely,adverb
freeze,verb
free,adjective
frenetically,adjective
fret,verb
friction,noun
friends,noun
friend,noun
frighten,verb
frightfully,adjective
frisk,verb
frogs,noun
frog,noun
frolic,noun
front,noun
froth,noun
frown,verb
fruit,noun
fry,verb
fuel,noun
fulfil,verb
fully,adverb
fumble,verb
fume,noun
furiously,adjective
furl,verb
furniture,noun
furrow,noun
fuss,noun
gabble,verb
gag,verb
gallivant,verb
gallop,verb
gamble,verb
gambol,verb
game,noun
gape,verb
garden,noun
gargle,verb
gash,noun
gasp,noun
gate,noun
gather,verb
gauge,verb
gawk,verb
gaze,verb
geese,noun
generalize,verb
generally,adverb
generously,adjective
gently,adjective
genuflect,verb
gesticulate,verb
gesture,noun
get,verb
ghost,noun
giants,noun
gibber,verb
giggle,verb
giraffe,noun
girls,noun
girl,noun
give,verb
gladly,adjective
glance,verb
glare,noun
glass,noun
gleefully,adjective
glide,verb
glimpse,noun
gloat,verb
glove,noun
glower,verb
glow,noun
glue,noun
gnash,verb
gnaw,verb
goad,noun
goat,noun
gobble,verb
goggle,noun
goldfish,noun
gold,noun
good-bye,interjection
goose,noun
goose,noun
gossip,noun
gouge,noun
government,noun
governor,noun
govern,verb
go,verb
grab,verb
gracefully,adjective
grade,noun
grade,noun
grain,noun
grandfather,noun
grandmother,noun
grant,verb
grape,noun
grapple,verb
grasp,verb
grass,noun
gratefully,adjective
grate,noun
gravitate,verb
graze,verb
greatly,adverb
greedily,adjective
greet,verb
grieve,verb
grill,noun
grimace,noun
grind,verb
grin,verb
gripe,verb
grip,noun
grip,noun
grit,noun
groan,noun
groom,noun
grope,verb
grouch,verb
ground,noun
ground,noun
group,noun
grovel,verb
growl,verb
growth,noun
grow,verb
grumble,verb
grump,noun
grunt,verb
guarantee,noun
guard,verb
guess,verb
guffaw,noun
guide,verb
guide,verb
guitar,noun
gulp,verb
gun,noun
gurgle,verb
gush,verb
guzzle,verb
gyrate,verb
hack,verb
haggle,verb
hail,verb
haircut,noun
hair,noun
hallucinate,verb
hall,noun
halt,verb
hammer,noun
hammer,noun
handle,noun
hands,noun
hand,noun
hand,noun
hang,verb
happily,adverb
harass,verb
harbor,noun
harden,verb
hark,verb
harmonize,verb
harmony,noun
harm,noun
harry,verb
harvest,noun
hassle,noun
hasten,verb
hastily,adjective
hatch,verb
hate,verb
hate,verb
hat,noun
haul,verb
head-butt,verb 
head,noun
head,noun
healthily,adjective
health,noun
health,noun
heal,verb
hearing,noun
hearten,verb
heart,noun
hear,verb
heat,noun
heat,noun
heave,verb
heavily,adverb
heckle,verb
hector,noun
hedge,noun
heed,verb
heft,noun
helpfully,adjective
helplessly,adjective
help,verb
help,verb
hem,verb
hen,noun
herald,noun
hesitate,verb
hew,verb
hiccup,noun
hide,verb
highly,adverb
hike,verb
hill,noun
hinder,verb
hint,noun
hiss,verb
history,noun
hitch,verb
hit,verb
hoard,noun
hobbies,noun
hobble,verb
hog,noun
hoist,verb
hold,verb
hole,noun
holiday,noun
holler,verb
home,noun
honestly,adverb
honey,noun
hone,noun
honk,noun
hook,noun
hook,noun
hoot,verb
hopelessly,adjective
hope,noun
hope,noun
hop,verb
horn,noun
horrify,verb
horses,noun
horse,noun
hose,noun
hospital,noun
hot,adjective
hound,noun
hourly,adjective
hour,noun
houses,noun
house,noun
hover,verb
howl,verb
huddle,verb
huff,noun
hug,verb
humiliate,verb
humor,noun
humor,noun
humour,noun
hum,verb
hunch,verb
hungrily,adjective
hunt,verb
hurl,verb
hurrah,interjection
hurry,verb
hurtle,verb
hurt,verb
hush,interjection
hustle,verb
hydrant,noun
hypnotize,verb
ice,noun
icicle,noun
idealize,verb
idea,noun
idea,noun
identify,verb
idolize,verb
ignite,verb
ignore,verb
illuminate,verb
illustrate,verb
imagine,verb
imbibe,verb
imitate,verb
immediately,adverb
immerse,verb
immolate,verb
impair,verb
impale,verb
impart,verb
impede,verb
implant,verb
implore,verb
imply,verb
import,verb
impose,verb
impress,verb
imprint,noun
imprison,verb
improve,verb
improvise,verb
impulse,noun
inaugurate,verb
inch,noun
incline,verb
include,verb
income,noun
increase,verb
increase,verb
incriminate,verb
indent,verb
indicate,verb
induce,verb
indulge,verb
industry,noun
infect,verb
infer,verb
infest,verb
inflame,verb
inflate,verb
inflect,verb
influence,noun
inform,verb
infuse,verb
ingest,verb
inhale,verb
initiate,verb
inject,verb
injure,verb
ink,noun
ink,noun
innocently,adjective
inquire,verb
inquisitively,adjective
inscribe,verb
insect,noun
insert,verb
insinuate,verb
insist,verb
inspect,verb
inspire,verb
install,verb
instantly,adverb
instigate,verb
instruct,verb
instrument,noun
insult,verb
insurance,noun
intensely,adjective
intently,adjective
interact,verb
intercept,verb
interestingly,adjective
interest,noun
interfere,verb
interject,verb
interlace,verb
interlock,verb
interpret,verb
interrogate,verb
interrupt,verb
intertwine,verb
intervene,verb
interview,noun
intone,verb
introduce,verb
invention,noun
inventory,noun
invent,verb
invert,verb
investigate,verb
invite,verb
invoke,verb
inwardly,adverb
iron,noun
irritably,adjective
irritate,verb
island,noun
iterate,verb
jabber,verb
jab,verb
jaggedly,adjective
jail,noun
jam,verb
jam,verb
jangle,verb
jar,noun
jealously,adjective
jeer,verb
jellyfish,noun
jelly,noun
jerk,noun
jest,noun
jewel,noun
jibe,verb
jiggle,verb
jingle,verb
jog,verb
join,verb
join,verb
joke,noun
joke,noun
jolt,verb
jostle,verb
journey,noun
jovially,adjective
joyfully,adjective
joyously,adjective
jubilantly,adjective
judge,noun
judge,noun
juggle,verb
juice,noun
jumble,verb
jump,verb
jump,verb
justify,verb
justly,adverb
jut,verb
keenly,adjective
keen,adjective
keep,verb
kettle,noun
key,noun
kick,verb
kick,verb
kiddingly,verb
kid,noun
kill,verb
kindheartedly,adjective
kindly,adjective
kissingly,adverb
kiss,verb
kiss,verb
kite,noun
kittens,noun
kitten,noun
kitty,noun
knavishly,adjective
knead,verb
kneel,verb
knee,noun
knee,noun
knife,noun
knit,verb
knock,verb
knottily,adjective
knot,noun
knot,noun
knowingly,adjective
knowledgeably,adjective
knowledge,noun
know,verb
kowtow,verb
label,noun
laborer,noun
lace,noun
lace,noun
ladybug,noun
lake,noun
lament,verb
lamp,noun
land,noun
land,noun
language,noun
languish,verb
lap,noun
lash,noun
latch,noun
lather,noun
laud,verb
laugh,verb
laugh,verb
launch,verb
lavish,adjective
lawyer,noun
lay,verb
lazily,adjective
lead,verb
lead,verb
leaf,noun
leaf,noun
lean,verb
leap,verb
learning,noun
leather,noun
leave,verb
lecture,noun
leer,verb
legs,noun
leg,noun
lend,verb
lengthen,verb
less,adverb
letters,noun
letter,noun
lettuce,noun
let,verb
level,adjective
level,adjective
library,noun
license,noun
lick,verb
lie,noun
lift,verb
lift,verb
lighten,verb
lightly,adverb
light,noun
light,noun
likely,adjective
like,adjective
lilt,noun
limit,noun
limply,adjective
limp,verb
linen,noun
line,noun
linger,verb
lip,noun
liquid,adjective
lisp,noun
listen,verb
list,noun
list,noun
lively,adjective
live,verb
lizards,noun
load,noun
loaf,noun
loaf,noun
lob,verb
locate,verb
locket,noun
lock,noun
lock,noun
loftily,adjective
log,noun
loiter,verb
loll,verb
longingly,noun
long,adjective
look,verb
look,verb
loom,noun
loop,noun
loosely,adjective
loosen,verb
lope,verb
lose,verb
loss,noun
loudly,adjective
lounge,verb
love,noun
love,noun
lovingly,adjective
lower,verb
low,adjective
loyally,adjective
lug,verb
lull,verb
lumber,noun
lumber,noun
lunchroom,noun
lunch,noun
lunge,noun
lurch,noun
lure,noun
lurk,verb
machine,noun
madly,adverb
magic,noun
maid,noun
mailbox,noun
maintain,verb
majestically,adjective
make,verb
manager,noun
manage,verb
maneuver,noun
mangle,verb
manhandle,verb
manipulate,verb
manoeuvre,noun
manufacture,noun
man,noun
man,noun
map,noun
map,noun
marble,noun
march,verb
market,noun
market,noun
mark,noun
mark,noun
marry,verb
marvel,noun
mash,verb
mask,noun
mask,noun
massage,noun
mass,noun
match,noun
match,noun
mate,noun
matter,noun
maul,noun
maunder,verb
meal,noun
meander,verb
meaningfully,adjective
mean,verb
measure,noun
measure,noun
meat,noun
mechanically,adjective
meddle,verb
mediate,verb
meditate,verb
meeting,noun
meet,verb
melt,verb
memorize,verb
memory,noun
menace,noun
mend,verb
mention,verb
mentor,noun
men,noun
meow,noun
merrily,noun
mesh,noun
metal,noun
mewl,verb
mew,noun
mice,noun
middle,adjective
migrate,verb
milk,noun
milk,noun
mime,noun
mimic,verb
mince,verb
mind,noun
mind,noun
mine,pronoun
mine,pronoun
mingle,verb
minister,noun
mint,noun
minute,noun
misdirect,verb
miserably,adjective
mishear,verb
misjudge,verb
mislead,verb
mispronounce,verb
misspell,verb
miss,verb
mistake,noun
mist,noun
misunderstand,verb
mitten,noun
mix,verb
moan,noun
mockingly,verb
mock,verb
model,noun
modify,verb
moisten,verb
mold,noun
molest,verb
mollify,verb
mollycoddle,noun
mom,noun
money,noun
monitor,noun
monkey,noun
monthly,adjective
month,noun
moon,noun
moor,noun
moo,verb
mope,verb
more,adjective
more,adjective
morning,noun
morph,noun
mortally,adjective
mosey,verb
mostly,adverb
mother,noun
motion,noun
motion,noun
motivate,verb
mould,noun
mountain,noun
mount,verb
mourn,verb
mouth,noun
mouth,noun
move,verb
move,verb
mow,verb
muffle,verb
mug,noun
mull,verb
multiply,verb
mumble,verb
munch,verb
murder,noun
murmur,noun
muscle,noun
muse,verb
music,noun
muss,noun
mutilate,verb
mutter,verb
mysteriously,adjective
nag,verb
nail,noun
nail,noun
name,noun
name,noun
nap,verb
narrate,verb
narrow,adjective
nation,noun
naturally,adverb
navigate,verb
nearly,adverb
neaten,verb
neatly,adjective
neck,noun
needily,adjective
needle,noun
need,noun
need,noun
neglect,verb
negotiate,verb
neigh,verb
nerve,noun
nervously,adjective
nestle,verb
nest,noun
nest,noun
net,noun
never,adverb
never,adverb
news,noun
nibble,verb
nicely,adjective
nicker,noun
nick,noun
night,noun
nip,verb
nod,verb
noise,noun
noisily,adjective
nominate,verb
normalize,verb
north,noun
nose,noun
notch,noun
notebook,noun
note,noun
note,noun
notice,noun
notify,verb
not,adverb
nudge,verb
number,noun
number,noun
nurse,noun
nut,noun
nuzzle,verb
oatmeal,noun
obediently,adjective
obey,verb
object,noun
oblige,verb
obnoxiously,adjective
observation,noun
observe,verb
obsess,verb
obtain,verb
occupy,verb
occur,verb
ocean,noun
oddly,adjective
offend,verb
offensively,adjective
offer,verb
offer,verb
office,noun
officially,noun
officiate,verb
often,adverb
ogle,verb
oil,noun
only,adverb
ooze,verb
openly,adjective
open,adjective
operate,verb
operation,noun
opine,verb
opinion,noun
oppose,verb
oppugn,verb
optimistically,adjective
opt,verb
oranges,noun
orange,noun
